14.5835,56.0496,"Sölvesborg Järnvägsstation","Nedladdat från Koordinater.se"
11.9231,58.354,"Uddevalla Järnvägsstation","Nedladdat från Koordinater.se"
17.9278,59.6477,"Arlanda Järnvägsstation","Nedladdat från Koordinater.se"
13.2467,58.4932,"Filsbäck Järnvägsstation","Nedladdat från Koordinater.se"
13.7018,58.6443,"Lugnås Järnvägsstation","Nedladdat från Koordinater.se"
12.9704,58.3791,"Järpås Järnvägsstation","Nedladdat från Koordinater.se"
13.1461,58.5074,"Framnäs City Järnvägsstation","Nedladdat från Koordinater.se"
13.0464,58.4403,"Lovene Järnvägsstation","Nedladdat från Koordinater.se"
14.0572,58.805,"Lyrestad Järnvägsstation","Nedladdat från Koordinater.se"
14.1002,58.8254,"Torved Järnvägsstation","Nedladdat från Koordinater.se"
13.8247,58.7111,"Mariestad Järnvägsstation","Nedladdat från Koordinater.se"
13.9402,58.7502,"Hasslerör Järnvägsstation","Nedladdat från Koordinater.se"
16.4102,57.8968,"Gamleby Järnvägsstation","Nedladdat från Koordinater.se"
14.5304,59.7045,"Grythyttan Järnvägsstation","Nedladdat från Koordinater.se"
14.9584,60.4957,"Mockfjärd Järnvägsstation","Nedladdat från Koordinater.se"
14.4629,56.0648,"Bromölla Järnvägsstation","Nedladdat från Koordinater.se"
17.4309,59.1792,"Nykvarn Järnvägsstation","Nedladdat från Koordinater.se"
15.6259,58.4161,"Linköping Järnvägsstation","Nedladdat från Koordinater.se"
16.9948,58.7557,"Nyköping Järnvägsstation","Nedladdat från Koordinater.se"
14.1596,59.7083,"Filipstad Järnvägsstation","Nedladdat från Koordinater.se"
12.4645,58.702,"Mellerud Järnvägsstation","Nedladdat från Koordinater.se"
14.2263,60.5119,"Vansbro Järnvägsstation","Nedladdat från Koordinater.se"
16.3104,60.2065,"Fors Järnvägsstation","Nedladdat från Koordinater.se"
18.2761,59.2898,"Igelboda Pendeltågstation","Nedladdat från Koordinater.se"
12.9523,58.2607,"Vara Järnvägsstation","Nedladdat från Koordinater.se"
16.5602,59.1006,"Mellösa Järnvägsstation","Nedladdat från Koordinater.se"
16.4133,60.2959,"Hornsdals Bruk Järnvägsstation","Nedladdat från Koordinater.se"
12.274,58.3592,"Öxnered Järnvägsstation","Nedladdat från Koordinater.se"
17.7366,60.08,"Skyttorp Järnvägsstation","Nedladdat från Koordinater.se"
15.048,58.5376,"Motala Järnvägsstation","Nedladdat från Koordinater.se"
12.5238,57.4275,"Björketorp Järnvägsstation","Nedladdat från Koordinater.se"
12.9319,57.7207,"Borås Järnvägsstation","Nedladdat från Koordinater.se"
15.9091,56.7425,"Nybro Järnvägsstation","Nedladdat från Koordinater.se"
12.2488,57.1093,"Varberg Järnvägsstation","Nedladdat från Koordinater.se"
12.5912,59.6537,"Arvika Järnvägsstation","Nedladdat från Koordinater.se"
13.1486,59.8357,"Sunne Järnvägstation","Nedladdat från Koordinater.se"
16.5343,60.5823,"Storvik Järnvägsstation","Nedladdat från Koordinater.se"
16.3798,61.4711,"Arbrå Järnvägsstation","Nedladdat från Koordinater.se"
11.933,58.9136,"Ed Järnvägsstation","Nedladdat från Koordinater.se"
12.452,57.7034,"Hindås Pendeltågstation","Nedladdat från Koordinater.se"
14.9878,59.8728,"Kopparberg Järnvägsstation","Nedladdat från Koordinater.se"
15.0058,60.0762,"Grängesberg Järnvägsstation","Nedladdat från Koordinater.se"
17.9707,59.3608,"Sundbyberg Järnvägsstation","Nedladdat från Koordinater.se"
16.6242,59.6873,"Tillberga Järnvägsstation","Nedladdat från Koordinater.se"
16.6397,59.8099,"Ransta Järnvägsstation","Nedladdat från Koordinater.se"
11.2624,58.9234,"Skee Järnvägsstation","Nedladdat från Koordinater.se"
13.7099,60.6838,"Malung Järnvägsstation","Nedladdat från Koordinater.se"
16.002,58.2033,"Åtvidaberg Järnvägsstation","Nedladdat från Koordinater.se"
14.8678,56.1767,"Karlshamn Järnvägsstation","Nedladdat från Koordinater.se"
14.8327,63.0761,"Brunflo Järnvägsstation","Nedladdat från Koordinater.se"
13.8814,57.915,"Mullsjö Järnvägsstation","Nedladdat från Koordinater.se"
12.5686,57.6674,"Bollebygd Järnvägsstation","Nedladdat från Koordinater.se"
12.5983,57.467,"Berghem Järnvägsstation","Nedladdat från Koordinater.se"
15.7572,60.3467,"Säter Järnvägsstation","Nedladdat från Koordinater.se"
16.2168,60.1296,"Avesta-Krylbo Järnvägsstation","Nedladdat från Koordinater.se"
16.3599,56.6615,"Kalmar Järnvägsstation","Nedladdat från Koordinater.se"
15.6819,58.1356,"Rimforsa Järnvägsstation","Nedladdat från Koordinater.se"
14.0769,57.9064,"Habo Järnvägsstation","Nedladdat från Koordinater.se"
12.9951,55.8838,"Billeberga Järnvägsstation","Nedladdat från Koordinater.se"
13.8251,55.4275,"Ystad Station, Ystad, Spanienfarareg. 25, (0411) 130 13","Nedladdat från Koordinater.se"
15.2286,59.5945,"Lindesberg Järnvägsstation","Nedladdat från Koordinater.se"
15.1401,59.1265,"Kumla Järnvägsstation","Nedladdat från Koordinater.se"
14.5183,59.7778,"Hällefors Järnvägsstation, Hällefors","Nedladdat från Koordinater.se"
12.9165,59.1324,"Säffle Järnvägsstation, Säffle","Nedladdat från Koordinater.se"
17.1082,61.7246,"Hudiksvall Järnvägsstation","Nedladdat från Koordinater.se"
